PuzzleId,Fen,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,MoveCount,Level,MateType,Instructions,Explanation
BFN82,r6r/pp4pp/3b4/3B1b2/3p1P2/P2k4/1P4PP/R1B1R1K1 b - - 0 20,h8e8 e1d1 d3c2 d1d2,1599,75,95,36680,mate mateIn2 middlegame operaMate pillsburysMate short,2,2,operaMate,"The pieces are structured around the extremely vulnerable Black King on d3, which is far removed from its defenders and escape squares. This is the right time to seize the initiative for the student because the immediate threat of the King's exposed position allows White to force a win with a series of active checks and restricting moves.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
aZ8yh,8/r6k/2p1N2p/pp2n3/3p4/P2P3P/BPP2r2/2K3R1 b - - 3 28,e5f3 e6f8 h7h8 g1g8,1587,74,97,30129,endgame mate mateIn2 operaMate short vukovicMate,2,2,operaMate,"The structure traps Black's King near the h-file, making the sacrifice of the forward Knight on e6 the critical first step to a decisive attack for White.",A Rook attacks on the back wall while a Bishop guards it from a long distance away.
JYlDu,5k2/3R1pRp/8/2rbB3/5P2/6P1/5K2/1r6 b - - 2 34,b1b3 g7g8 f8g8 d7d8,2029,78,92,146229,attraction endgame mate mateIn2 pillsburysMate sacrifice short,2,2,pillsburysMate,The current structure showcases White's overwhelming attacking force—the Rooks on the seventh rank and the central Bishop—all focused on delivering a forced checkmate to the exposed Black king.,A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
xDKdv,3r2k1/pr4b1/1q3pQ1/5N2/2b3P1/2B1P3/P2P1P2/R3K1R1 w Q - 3 28,c3f6 b6b1 a1b1 b7b1,2057,84,88,140424,mate mateIn2 middlegame pillsburysMate sacrifice short,2,2,pillsburysMate,"The board features a high-tension, open position where White's Queen and Knight are perfectly aligned on g6 and f5 to create overwhelming pressure on the Black king's weakened kingside. This is the correct moment for an attack because White must capitalize on this decisive concentration of force with a forcing tactical sequence before Black's active pieces can initiate counterplay or consolidate the defense.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
uQ3nK,8/R7/4b1p1/2q1pp1Q/1p3Pk1/1P2P1P1/1B4BP/6K1 b - - 0 39,g4h5 a7h7 h5g4 h7h4,1945,84,91,122322,endgame mate mateIn2 pillsburysMate short,2,2,pillsburysMate,"The Black King is dangerously exposed on the kingside right next to White's pieces, while Black's defending pieces are concentrated elsewhere.

It is the right time to attack because Black's extremely exposed King position allows for a forced, decisive tactical sequence that overrides any material considerations.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
Tj3mW,2r2rk1/1b2qpp1/p6p/1pbpR3/3B1PQ1/P1P5/1PB3PP/5RK1 b - - 0 27,e7c7 g4g7 g8g7 e5g5,1997,88,92,70794,attraction discoveredCheck doubleCheck kingsideAttack mate mateIn2 middlegame pillsburysMate sacrifice short,2,2,pillsburysMate,"The position features a strong concentration of White's major pieces aimed at Black's castled king, which is slightly exposed due to the pawn structure. It is the right time to attack because the sheer volume of pressure on the kingside allows for a forced, decisive tactical sequence that will lead to a mate or a significant material advantage.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
aD8i6,2r3k1/1b3pp1/p3p2p/1p2B3/1P6/P2Q3P/1q3PP1/1B1R2K1 b - - 0 29,b2e5 d3d8 c8d8 d1d8,1710,79,95,39966,endgame mate mateIn2 pillsburysMate sacrifice short,2,2,pillsburysMate,"The position features White's Queen and Rook poised on the d-file, exploiting the Black King's confined state and the lack of immediate defenders on the eighth rank, creating the opportunity for a forcing sacrificial attack.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
jHB62,br3rk1/4Rp2/7p/4Q3/6p1/5NPq/P3PP1P/5RK1 w - - 0 25,f3h4 h3f1 g1f1 b8b1,1508,75,95,38553,attraction mate mateIn2 middlegame pillsburysMate sacrifice short,2,2,pillsburysMate,"The board is structured for a decisive kingside attack by White with multiple coordinated pieces, but Black's dangerous counter-attack requires a precise, forcing sequence to maintain the initiative and capitalize on the exposed Black king.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
iAg9d,2r3k1/6pp/4p3/n2pP3/8/1Pqb2P1/PQ1R2BP/1K5R w - - 2 33,b1a1 a5b3 a2b3 c8a8,1404,74,96,38110,mate mateIn2 middlegame pillsburysMate sacrifice short,2,2,pillsburysMate,"The pieces are structured around a direct, immediate assault on the White King on the queenside, where Black has positioned their Queen and Knight for maximum effect.
This is the right time to seize the initiative for the student because, by prioritizing a critical defensive move, White can withstand the immediate attack and then launch a sudden, devastating counter-attack against Black's overextended forces.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
F9s2K,r1b2rk1/pp1p1p1p/4p2B/2p1nP2/2P1P3/1P4R1/P5PP/7K b - - 3 20,g8h8 h6g7 h8g8 g7e5,1605,81,96,37367,discoveredAttack discoveredCheck endgame fork mate mateIn2 pillsburysMate short,2,2,pillsburysMate,"White's Bishop on h6 and Rook on g3 create an immediate, decisive battery aimed at Black's slightly compromised Kingside defense. It is the right time to seize the initiative for the student because the tactical sequence allows White to exploit Black's exposed King and win significant material.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
bWeKn,rn2kr2/pQ6/2p1p1p1/4p3/4P2q/2N5/PPP1NbPP/R4R1K w q - 2 17,b7a8 h4h2 h1h2 f8h8,1312,74,96,35839,attraction kingsideAttack mate mateIn2 middlegame pillsburysMate sacrifice short,2,2,pillsburysMate,"The Black King is dangerously exposed on e8, with the White Queen on b7 perfectly positioned to execute a forced, decisive attack against the back rank before Black's kingside threats can be realized.",A Rook attacks on an open lane while a Bishop acts as a 'sniper' to stop the King from running.
EMhZg,4r1k1/pp3p1p/6pP/6P1/8/2N1P1Q1/PPPq1P2/1K2n2R w - - 5 28,b1a1 d2c1 c3b1 e1c2,1864,86,91,18197,endgame mate mateIn2 short smotheredMate,2,2,smotheredMate,"The position is a tense battle with Black's Queen and Knight forming an immediate, dangerous threat to the exposed White King on the queenside. White must play a forcing counter-tactic to neutralize Black's immediate threats and leverage the existing attack on the vulnerable Black King.","The King is totally surrounded by his Own Pieces, and a Knight hops over them to finish him."
XVIv9,3r3k/1p4pp/p2Rb3/4N3/8/P3n3/1PP3PP/5RK1 b - - 0 28,d8d6 f1f8 e6g8 e5f7,1274,76,94,17914,endgame mate mateIn2 short smotheredMate,2,2,smotheredMate,"The board features an immediate tactical conflict over the threatened White Rook on d6, while the Black King on h8 is vulnerable to a decisive attack on the kingside. This is the right time to attack because White must ignore the immediate material deficit on d6 and seize the initiative to secure a forced checkmate by exploiting the exposed Black King.","The King is totally surrounded by his Own Pieces, and a Knight hops over them to finish him."
DfaEZ,1r2k2r/4bppp/p2ppn2/q1p1P1B1/1nP3PP/2N2N2/1PPQ1P2/2KR3R w k - 1 17,e5f6 a5a1 c3b1 b4a2,1138,78,96,17390,mate mateIn2 middlegame queensideAttack short smotheredMate,2,2,smotheredMate,"The board is set for a decisive kingside attack by White, whose forces are aimed at the pinned Black knight and vulnerable king, while Black simultaneously pressures the queenside with their queen and knight. This is the right time to attack because White must ignore the material threats on the queenside and seize the initiative to execute a forced, game-winning combination by destroying Black's key kingside defender.","The King is totally surrounded by his Own Pieces, and a Knight hops over them to finish him."
GvCOE,4r1k1/Qp3ppp/8/8/8/B2n4/PP4PP/R3q2K w - - 3 25,a1e1 e8e1 a7g1 d3f2,1147,78,95,17357,endgame mate mateIn2 pin short smotheredMate,2,2,smotheredMate,"Black has a highly active Queen and Knight creating immediate threats, but White's Queen and Bishop are perfectly poised to launch a decisive attack on the Black kingside. It is the right time to attack because White must prioritize seizing the initiative with a forcing sequence that targets the exposed King over dealing with the immediate material loss.","The King is totally surrounded by his Own Pieces, and a Knight hops over them to finish him."
xet7i,1r4k1/4b1pp/p2p1p2/2rP2P1/3Q3P/n1B2P1B/PPq5/K2R2R1 w - - 3 29,g5f6 c2b1 d1b1 a3c2,1709,83,90,211630,mate mateIn2 middlegame sacrifice short smotheredMate,2,2,smotheredMate,"The current position is characterized by Black's highly active pieces applying immediate pressure to White's queenside and center, while White maintains a strong central pawn and potential kingside aggression.

The chosen move is the right one because when under heavy pressure from opponent's attacking pieces, the best defense is often a strong, decisive counterattack. This move immediately focuses on the slight structural weaknesses around the enemy king, seizing the initiative and forcing your opponent to deal with a new, urgent threat rather than continuing their own attack.","The King is totally surrounded by his Own Pieces, and a Knight hops over them to finish him."
IBQWF,6rk/2q2pbp/p3rnp1/1pp1p1N1/4P2N/3P3Q/PPP3PP/R4R1K b - - 1 24,e6e7 g5f7 e7f7 h4g6,1926,90,91,150604,kingsideAttack mate mateIn2 middlegame pin short smotheredMate,2,2,smotheredMate,"White's Queen and two knights are aggressively positioned on the kingside, creating a strong tactical justification for an immediate, forcing attack against the compromised Black king.","The King is totally surrounded by his Own Pieces, and a Knight hops over them to finish him."
Npudg,r1bq1r1k/1ppp2pp/p2b4/3QR1N1/8/1B6/Pp3PPP/R1B3K1 b - - 0 15,b2a1q d5g8 f8g8 g5f7,1644,83,92,21459,kingsideAttack mate mateIn2 middlegame sacrifice short smotheredMate,2,2,smotheredMate,"The position shows White's Queen, Rook, and Knight aiming a coordinated, decisive attack at Black's castled King, making it the perfect moment to prioritize the tactical King-hunt over any immediate material loss or counter-threat.","The King is totally surrounded by his Own Pieces, and a Knight hops over them to finish him."
Xm17s,r5rk/pp1n1pbp/2p2q2/3p1NNQ/3P1P1P/7B/PPP5/2K4n b - - 3 23,f6g6 h5h7 g6h7 g5f7,1895,84,92,20435,deflection kingsideAttack mate mateIn2 middlegame sacrifice short smotheredMate,2,2,smotheredMate,"White's Queen on h5, two Knights on f5 and g5, and Bishop on h3 are perfectly aimed at Black's kingside, which is only defended by a Rook, Bishop, and Queen. This is the right moment to attack because White's massive concentration of force creates immediate and forcing threats, which must be precisely calculated to secure a decisive, game-ending advantage.","The King is totally surrounded by his Own Pieces, and a Knight hops over them to finish him."
4Dt0k,r6k/6pp/Qp2q3/p1ppN3/3P4/4P3/PP4PP/5RK1 b - - 0 24,a8a6 f1f8 e6g8 e5f7,1390,80,93,19621,endgame mate mateIn2 pin short smotheredMate,2,2,smotheredMate,"The Black king is exposed on h8 and White's Queen and centralized Knight create an immediate tactical opportunity to exploit the open f-file, demanding a forced combination.","The King is totally surrounded by his Own Pieces, and a Knight hops over them to finish him."
47ccU,r1b1Q1kr/pp3ppp/5nn1/q4N2/2p5/P1P3B1/2P2PPP/2KRR3 b - - 3 17,f6e8 e1e8 g6f8 f5e7,1252,75,94,19210,kingsideAttack mate mateIn2 middlegame short smotheredMate,2,2,smotheredMate,"The board features a mass of White attacking pieces focused on the vulnerable Black King, whose defenders are tangled and ineffective. This is the perfect moment to attack because the King is highly exposed and your active Queen and Knight are poised to execute a decisive, forced combination.","The King is totally surrounded by his Own Pieces, and a Knight hops over them to finish him."
sT3qO,6k1/1p2Qp1p/6pP/p7/q2p4/2rR4/6P1/K3R3 w - - 4 36,a1b2 c3c2 b2b1 a4a2,1992,85,92,133849,endgame master masterVsMaster mate mateIn2 short superGM triangleMate,2,2,triangleMate,"The White King is dangerously exposed on a1 to Black's Queen and Rook, requiring a decisive, forcing counter-move to neutralize the attack and capitalize on White's active major pieces.",A Queen and Rook form a triangle shape to squeeze the King against the edge of the board.
3naVc,4r1k1/3R3N/p5p1/2p5/Pp6/2q2N2/6PP/3R2K1 w - - 1 36,f3g5 e8e1 g1f2 c3e3,1338,79,96,41596,endgame mate mateIn2 short triangleMate,2,2,triangleMate,"The concentration of White's major pieces, especially the Rook on the seventh rank and the knight on h7, allows for an immediate, decisive attack against the slightly exposed Black king.",A Queen and Rook form a triangle shape to squeeze the King against the edge of the board.
PxhVt,5b1r/3n1ppp/4p1k1/1R6/1B1Q1P2/3p3q/P1P4P/6K1 b - - 7 25,f8b4 b5g5 g6h6 d4g7,1451,76,96,34973,endgame mate mateIn2 short triangleMate,2,2,triangleMate,"The Black King is highly exposed on g6, and White's coordinated major pieces are poised for a decisive, forcing attack that is necessary to overcome Black's active threats.",A Queen and Rook form a triangle shape to squeeze the King against the edge of the board.
2Hxcn,4R1k1/5ppp/1p6/p1b5/2B5/1P5P/4QPPK/2qr4 b - - 5 30,c5f8 c4f7 g8f7 e2e6,1300,78,96,33248,attraction endgame mate mateIn2 sacrifice short triangleMate,2,2,triangleMate,"The attack is correct because Black's King is confined with a severely weakened kingside pawn structure, allowing White's concentrated pieces to initiate a forced, decisive sequence.",A Queen and Rook form a triangle shape to squeeze the King against the edge of the board.
KzgzZ,4q1k1/1b1nrp2/p4Qp1/1p1PN2p/P1p2P2/2N5/1PB3PP/3R2K1 w - - 1 29,e5d7 e7e1 g1f2 e8e3,1358,77,96,30513,kingsideAttack mate mateIn2 middlegame short triangleMate,2,2,triangleMate,The White army's coordinated Queen and centralized Knight create an irresistible attack on Black's exposed King position and weak back rank.,A Queen and Rook form a triangle shape to squeeze the King against the edge of the board.
IKlxN,2rr3k/4QR1p/p5p1/1p6/1P6/P5P1/2p3KP/2q5 b - - 1 34,c1a1 f7h7 h8g8 e7f7,1437,73,95,30255,endgame mate mateIn2 short triangleMate,2,2,triangleMate,"The attack is correct because White's powerful Queen and Rook are perfectly positioned to exploit the extremely vulnerable Black King, which lacks adequate pawn defense on the kingside.",A Queen and Rook form a triangle shape to squeeze the King against the edge of the board.
8eT1S,4r3/pp1n2p1/2pq1p2/3p4/3Pr2k/2P4Q/PP4P1/5RK1 b - - 1 30,h4g5 f1f5 g5g6 h3h5,1374,80,96,30222,endgame mate mateIn2 short triangleMate,2,2,triangleMate,"The attack is correct because Black's exposed King is being cornered by White's concentrated Queen and Rook, setting up a forced, decisive mating sequence.",A Queen and Rook form a triangle shape to squeeze the King against the edge of the board.
2qoV3,5Nk1/2p5/pp5p/1P2R3/2P1n1q1/P3P2r/2Q2P2/3R1K2 w - - 3 41,c2e4 g4d1 f1g2 d1h1,1508,77,97,30193,endgame hangingPiece master mate mateIn2 short triangleMate,2,2,triangleMate,"Despite the exposed White King, the immediate central aggression is correct because it eliminates a critical threat and initiates a forced, coordinated sequence to exploit the confined Black King.",A Queen and Rook form a triangle shape to squeeze the King against the edge of the board.
